== Volcado de datos para la tabla boleta

|28|25|2023-07-30|11:26:23|66666666-6|SII|NULL|NULL|1599|0|40673.00|7728.00|0.00|50000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|29|26|2023-09-04|11:31:26|66666666-6|SII|NULL|NULL|1959|0|6757.00|1284.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|30|108|2023-09-05|10:42:03|66666666-6|SII|NULL|NULL|2547|0|8784.00|1669.00|0.00|13000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|31|28|2023-09-05|10:54:16|66666666-6|SII|NULL|NULL|800|0|20336.00|3864.00|0.00|25000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|32|109|2023-09-05|11:18:24|66666666-6|SII|NULL|NULL|1959|0|6757.00|1284.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|33|110|2023-09-05|11:31:54|66666666-6|SII|NULL|NULL|1799|0|6892.00|1309.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|34|111|2023-09-05|11:34:48|66666666-6|SII|NULL|NULL|2697|0|10339.00|1964.00|0.00|15000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|35|112|2023-09-05|05:20:40|66666666-6|SII|NULL|NULL|180|0|689.00|131.00|0.00|1000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|36|113|2023-09-05|05:27:14|66666666-6|SII|NULL|NULL|171|0|697.00|132.00|0.00|1000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|37|114|2023-09-06|07:54:27|66666666-6|SII|NULL|NULL|539|0|2068.00|393.00|0.00|3000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|38|115|2023-09-06|09:52:25|66666666-6|SII|NULL|NULL|0|0|8698.00|1653.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|39|116|2023-09-06|09:54:23|66666666-6|SII|NULL|NULL|1799|0|6892.00|1309.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|40|117|2023-09-06|10:19:06|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|41|118|2023-09-06|10:34:04|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|42|119|2023-09-06|10:52:39|66666666-6|SII|NULL|NULL|3419|0|13934.00|2647.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|43|120|2023-09-06|11:31:27|66666666-6|SII|NULL|NULL|3596|0|13785.00|2619.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|44|121|2023-09-06|12:43:48|66666666-6|SII|NULL|NULL|3596|0|13785.00|2619.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|45|122|2023-09-06|05:50:19|66666666-6|SII|NULL|NULL|0|0|22720.00|4317.00|0.00|26120.00|N|S|0.00|0|0|NULL|A|hm1|1|
|46|123|2023-09-06|05:58:51|66666666-6|SII|NULL|NULL|0|0|29575.00|5619.00|0.00|34000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|47|124|2023-09-07|09:19:14|66666666-6|SII|NULL|NULL|899|0|3446.00|655.00|0.00|5000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|48|125|2023-09-07|09:47:37|66666666-6|SII|NULL|NULL|0|0|30445.00|5785.00|0.00|35000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|49|126|2023-09-08|10:20:04|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|50|127|2023-09-08|12:36:20|66666666-6|SII|NULL|NULL|0|0|8698.00|1653.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|51|128|2023-09-08|03:04:48|66666666-6|SII|NULL|NULL|0|0|46971.00|8924.00|0.00|54000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|52|129|2023-09-08|03:25:49|66666666-6|SII|NULL|NULL|0|0|8698.00|1653.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|53|130|2023-09-08|04:47:20|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|54|131|2023-09-08|05:12:44|66666666-6|SII|NULL|NULL|3419|0|13934.00|2647.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|55|132|2023-09-08|06:00:39|66666666-6|SII|NULL|NULL|0|0|8698.00|1653.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|56|133|2023-09-08|08:12:02|66666666-6|SII|NULL|NULL|3596|0|13785.00|2619.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|57|134|2023-09-09|10:19:15|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|58|135|2023-09-09|10:22:42|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|59|136|2023-09-09|12:08:48|66666666-6|SII|NULL|NULL|1799|0|6892.00|1309.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|60|137|2023-09-09|05:36:46|66666666-6|SII|NULL|NULL|0|0|43492.00|8263.00|0.00|50000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|61|138|2023-09-09|05:38:14|66666666-6|SII|NULL|NULL|2697|0|10339.00|1964.00|0.00|15000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|62|139|2023-09-09|05:42:06|66666666-6|SII|NULL|NULL|899|0|3446.00|655.00|0.00|5000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|63|140|2023-09-09|06:20:29|66666666-6|SII|NULL|NULL|1799|0|6892.00|1309.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|64|141|2023-09-09|06:28:54|66666666-6|SII|NULL|NULL|1799|0|6892.00|1309.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|65|142|2023-09-09|06:32:05|66666666-6|SII|NULL|NULL|0|0|2609.00|496.00|0.00|3000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|66|143|2023-09-09|07:20:00|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|67|144|2023-09-10|08:37:02|66666666-6|SII|NULL|NULL|0|0|82635.00|15701.00|0.00|95000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|68|145|2023-09-10|09:09:24|66666666-6|SII|NULL|NULL|899|0|3446.00|655.00|0.00|5000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|69|146|2023-09-10|09:18:13|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|70|147|2023-09-10|09:24:36|66666666-6|SII|NULL|NULL|1709|0|6967.00|1324.00|0.00|10000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|71|148|2023-09-10|10:25:19|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|72|149|2023-09-10|11:41:07|66666666-6|SII|NULL|NULL|0|0|45232.00|8594.00|0.00|52000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|73|150|2023-09-10|12:22:44|66666666-6|SII|NULL|NULL|0|0|17397.00|3305.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|74|151|2023-09-10|04:38:06|66666666-6|SII|NULL|NULL|3419|0|13934.00|2647.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|75|152|2023-09-10|05:23:05|66666666-6|SII|NULL|NULL|6837|0|27868.00|5295.00|0.00|40000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|76|153|2023-09-10|09:14:13|66666666-6|SII|NULL|NULL|0|0|20007.00|3801.00|0.00|23000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|77|154|2023-09-11|08:38:41|66666666-6|SII|NULL|NULL|2707|0|10330.00|1963.00|0.00|15000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|78|155|2023-09-11|08:46:37|66666666-6|SII|NULL|NULL|3596|0|13785.00|2619.00|0.00|20000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|79|156|2023-09-11|10:47:56|66666666-6|SII|NULL|NULL|0|0|19137.00|3636.00|0.00|22000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|80|157|2023-09-11|11:42:29|66666666-6|SII|NULL|NULL|5393|0|20678.00|3929.00|0.00|30000.00|N|S|0.00|0|0|NULL|A|hm1|1|
|81|158|2023-09-11|12:28:52|66666666-6|SII|NULL|NULL|0|0|117429.00|22312.00|0.00|135000.00|N|S|0.00|0|0|NULL|A|hm1|1|
